uid,sci2014_label,kmeans_label,dbscan_label,hierarchical_label,spectral_label,em_label
J2ZFfumxu-Z8ywih0CtKCw,0,0,1,2,0,1
lEs_JrCYqYwChYUZPEBkxQ,0,0,1,2,0,1
OquMg54QDaCC9OBppiY9bg,1,1,3,3,0,0
ZrV4phu-CIIauckNnULAww,1,1,2,3,1,0
AOF7EnEKzFISPrYNmX4m0w,1,1,2,3,1,0
DUBhB7Fz_FwXvlke6G5TPw,1,1,0,3,0,0
JZCMIp4e9eSIqcSH6RAwWw,1,1,3,3,0,0
49V-SZCmH8i_728sfWTEzg,2,2,-1,1,2,2
-W2RgRrC2TlSY958H3OdvA,1,1,0,3,0,0
4mLDVuGV0DXMRzeYv62nRQ,0,0,1,2,0,1
OWAJHLaGTLJ0FSzenCrPwQ,1,1,3,3,0,0
MtTUHCozXxjcESOcAPqbow,0,0,1,2,0,1
j_UQ3oeuKfJGbtkekPPDfg,0,0,1,2,0,1
CUtWutWdXJd8tLOiQNr80A,1,1,0,3,0,0
PyCWm6V3S0Sryn7_rls6-w,1,1,3,3,0,0
_WxqT1ok5mGgtsAIeOQdBw,1,1,0,3,0,0
7qKk3Y_Cip7CnHa-UQidxA,0,0,1,2,0,1
BHjA594TWms17SZlK_6_LQ,0,0,1,2,0,1
2t0bGId1QxvtopfEV532ag,0,0,1,2,0,1
zYPYYbdeRb8sLBqrUAfIwQ,1,1,0,3,0,0
Ylf3TqWeLR0iDz5UlbyS5g,0,0,1,2,0,1
Yw8hf1sYKxI63rrimmu2zA,0,0,1,2,0,1
qt-ENhQgwBPFka0VvDc0zQ,0,0,1,2,0,1
gYR7WF-M8k-zc2UBS1Uyzw,1,1,0,3,0,0
blpbPPI9zlPzPjJzNavRUA,0,0,1,2,0,1
WXI5MtL-eBjpGIFQsUMaHw,0,0,1,2,0,1
8OAhtX8BHOxa2XFdgV-SdQ,0,0,1,2,0,1
Wtm3d5pM0pzWcOE6EmnWiA,1,1,0,3,0,0
MGYnQvpcVXl-7xNOFJdl9g,0,0,1,2,0,1
9uoPfxPKCdV5Jl3HseVOHQ,0,0,1,2,0,1
W0pzY5bMThnV5TobS5UCOQ,0,0,1,2,0,1
lbyAP4HKQSBIJDDs3i3Ojg,0,0,1,2,0,1
5fN2TudUEcW0zd4uNho3Mg,0,0,1,2,0,1
EaAAP-gDALDL7GxcseMjBQ,0,0,1,2,0,1
Kkfz5p-jYhRC5iiqWFGe2w,0,0,1,2,0,1
cQPnqYRc9efkLeIijbC3nQ,0,0,1,2,0,1
v0KmYNybWmLXDZdL5BcKug,1,1,4,3,1,0
oVZEJSO4Q003hzYItXaIuA,0,0,1,2,0,1
W6wZdGV1ervuTTyoGT3SOA,0,0,1,2,0,1
sM8J8FzW7z85ehklKxMRQA,0,0,1,2,0,1
uJGs905JCBqgb-GuVnzaOQ,0,0,1,2,0,1
NohOpIwdV45ogbP0RGV4rg,0,0,1,2,0,1
U2OoT4gpZoBZWNxolJ0Qog,0,0,1,2,0,1
QABO8q7iQ44SyCp7Ic0Sdw,0,0,1,2,0,1
miPph-TVnen7nCuEaMAC7Q,0,0,1,2,0,1
4I75CfHLoj4dFwx4f7CoeQ,1,1,0,3,0,0
gEHvLM455HVwv2BhrcjTZA,0,0,1,2,0,1
td7WdoHUZk7CLNgd562b1A,0,0,1,2,0,1
RrVV5nIE5C478VPnwxBVaQ,1,1,0,3,0,0
RJ4y15HA9ZlZsarI026jcw,0,0,1,2,0,1
zUgv94sqO567X4RxgdnJIw,1,1,0,3,0,0
x8-YT0ERtxeTxDo3eX1ONQ,0,0,1,2,0,1
vH8aclcD2T8X-dvMG11Ipw,0,0,1,2,0,1
4-Gz3BGxR8IycDMIOOQEOQ,0,0,1,2,0,1
u78hzZ5zaaz0Afht2PdEOA,0,0,1,2,0,1
mZ9lpTRNFsyUGGhZbBRpQA,1,1,0,3,0,0
FIbOLYje5wUdPCZX1QXQwQ,0,0,1,2,0,1
1k655nwi0ACa6G4ZOFUHgg,1,1,4,3,1,0
XxbZVX09lwA3J0yG6-JSZQ,0,0,1,2,0,1
ckVtlSYAaP1eeUPEUSTJFw,1,1,0,3,0,0
_TBlNEoYN2fWW4EDcGo3qQ,1,1,0,3,0,0
lkQE_PZbnhn11wqxduIgjw,1,1,0,3,0,0
2KnoBTHVb3RO_-pGEpixKw,0,0,1,2,0,1
_q07W4uOjnoQKN0RHfV3Kg,1,1,3,3,0,0
JtZmqYQo5jXndoLQ5LBDyA,1,1,3,3,0,0
73VFNuKCwyDzkvyPZ0pIUA,0,0,1,2,0,1
IgjjNyJt8l_SKcl0KPYgVA,1,1,3,3,0,0
Tjlnaqotuuzr7H-lfNcBOQ,0,0,1,2,0,1
7aaO_xnGaI-FCVkNHw80Tw,1,1,0,3,0,0
asQtwsXyymwd2t7PLICNHw,0,0,1,2,0,1
cyPELTiqKwPOIiPB6k2__A,0,0,1,2,0,1
x_20hN9uBTZZMytKnefadQ,0,0,1,2,0,1
OYBq-S-PS6M5bgTUsJLLIw,0,0,1,2,0,1
iJOLoFcUGhB3qjac62kmPA,0,0,1,2,0,1
0-yrH1Z9dGN-ylBBkpUWzw,0,0,1,2,0,1
ce1uphSN7v_zNIF0Gxu_3g,0,0,1,2,0,1
MZobaYWK7OY7pN2ao5bpSw,0,0,1,2,0,1
wTpbvjW4IUu8vboqkRbhsQ,0,0,1,2,0,1
Z9boj3QdTXyw4glpJ84Cog,0,0,1,2,0,1
WD3W04pPXYW6EvWWBGIaWQ,0,0,1,2,0,1
C_wfqXQQ8geyXabGEnYkkg,0,0,1,2,0,1
OSyqQlt22_nqJuFvbcAgwg,1,1,3,3,0,0
3o4TX6tF-0Lr_teoyNcplQ,1,1,0,3,0,0
n5AmcWep8nwELSnbWgP7Lw,0,0,1,2,0,1
XlmRyFTsmmsbOa-i49Bnhw,1,1,0,3,0,0
m_6-vh-yk97T4W8vR5MTCQ,0,0,1,2,0,1
A4HUUy6Athxb5Gxjakjqqw,0,0,1,2,0,1
ZWCURRshXMUAuxn09RfWGw,0,0,1,2,0,1
lf1m4CbheuUR7fFZoLGRvA,1,1,4,3,1,0
TZV5GikexuvOnLfqaCCHAg,0,0,1,2,0,1
WUnt5cfO8vj2xqMnSoznZg,1,1,3,3,0,0
5UOOHSms5PkJjnR-nZFJbA,0,0,1,2,0,1
DCjEZs8IA5IvUTXrKzArCQ,0,0,1,2,0,1
I-mCBYvi7StyWli-gz7ADQ,0,0,1,2,0,1
ttLHvUbnPYdeldBj6fSePw,0,0,1,2,0,1
ssdQxDEpJQAf84Xu4vIi3g,1,1,0,3,0,0
E3OfYM72qgnzJKRmAW0Fdw,0,0,1,2,0,1
g7iHADaBs8ydhL6O6g2EyQ,1,1,0,3,0,0
GE9bNSet-QynkF8a6srbcg,0,0,1,2,0,1
EelywBGGun1tqQVtGWpGHw,0,0,1,2,0,1
NX8pTV8HFishxRSgPTVgQA,1,1,0,3,0,0
hQP1jC5Mn9ntanr3Z_OGzQ,0,0,1,2,0,1
qswybzqD9UD_my8fl0V7wQ,1,1,0,3,0,0
xIq0D1putJ25BN3fUtfJPw,0,0,1,2,0,1
PZboAiLNzhL3ygKocDODFQ,0,0,1,2,0,1
8QqFq03kPn27g3p0UqfV7A,1,1,0,3,0,0
wkJK82LnHU2T8z-d385P4Q,0,0,1,2,0,1
FAFJLWOUZV5DGKoORB7rBQ,1,1,3,3,0,0
Q3IdiZ9HlDJBQ5a5VrnSDA,0,0,1,2,0,1
PGhvDY1ZpqL-XsRJdRdvhg,0,0,1,2,0,1
kvu6GmAX0RZeVEMCXkdQCQ,0,0,1,2,0,1
XiAsgFHcqDvn8YlVGhl4MA,0,0,1,2,0,1
CUtRxMUmA2tH-Phx_n2gaA,0,0,1,2,0,1
sv5K9wQ04MqxtvytKXORFw,1,1,0,3,0,0
tztBA6zXl4ii9kmPeH5phQ,0,0,1,2,0,1
Mm7A0JH2Z4BiNachDVlCbw,0,0,1,2,0,1
_ylveu0IKht7lQ6n854UpQ,0,0,1,2,0,1
EzL0FQSAS0Yuuh_oK64wlQ,0,0,1,2,0,1
C9eVUL6kMahPCCqPhtY8jg,0,0,1,2,0,1
CTYZjsl_tlTXMubsm4sY-A,0,0,1,2,0,1
iv_QXg5Zqlw72hqS-le6Bw,1,1,0,3,0,0
klq5y4Iv689K_QMQj6g67A,0,0,1,2,0,1
GoqUS5k1-dMPa4S61veZtw,1,1,0,3,0,0
f034fbf0ZZP0tlRKhlpImg,0,0,1,2,0,1
CCo5-BJKhIFxGLcOxCoFDg,2,2,-1,1,2,2
kZw6ZV3tVZnKUWWp5SB6HQ,0,0,1,2,0,1
NrcPByrnX-B3LQ_lQ4dMTQ,1,1,0,3,0,0
GeCD9lVz1SCHSk_xDVoMpg,0,0,1,2,0,1
aieGYnqX3XvGJ5gUEdrN7g,1,1,3,3,0,0
6ymZbkJ7vt8eGHA7bHlONg,1,1,0,3,0,0
WLoDAXH8deeDkByRQhLVvA,0,0,1,2,0,1
y_aOMlRVLakJogEvHSUW4Q,1,1,4,3,1,0
3sf8xx4cH8K888a8ryaQIA,0,0,1,2,0,1
sEXUv8okDwC9U4CoZoza8Q,0,0,1,2,0,1
Opf0fWWtseGSe-zM6sJnIQ,0,0,1,2,0,1
g2X7KYVwTcsrqM51AZhdiA,0,0,1,2,0,1
1kX3SFGPbZmJ4cPCDBDGAA,0,0,1,2,0,1
oXHnLe-GM_6uvQx-w6YJVQ,0,0,1,2,0,1
tqhoIIzSuOgP-IXxBnAxPA,0,0,1,2,0,1
KH0pcIfB_EQL3KX58xn1Cw,0,0,1,2,0,1
1eFdv6amU49OLNrwI4dcuQ,0,0,1,2,0,1
f-TWqa44an3UGJ66yrD3oA,1,1,3,3,0,0
n80yX5MTlxPigDBYEG7dzA,0,0,1,2,0,1
lTNJtYLzbCj4VbmUUZX21Q,0,0,1,2,0,1
A2z1L3nf3eT5m81GGVlWJw,0,0,1,2,0,1
nyiN8z7y_UH5eubFg2cqAg,1,1,0,3,0,0
48Sm517m90QeiuEnFno0sA,0,0,1,2,0,1
6lWuec6C495edj5ppmISwg,0,0,1,2,0,1
4xr47ziKdq28IJm702Om_g,0,0,1,2,0,1
sKZ3vyXfjE0-qhWYT6PorA,2,2,-1,1,2,2
UUzU2mV6-mqepz8alTsZTA,0,0,1,2,0,1
hdd74MAafrVX8PHoRponGA,0,0,1,2,0,1
RB5ukj9ElLdXKWjmX_clnQ,0,0,1,2,0,1
PJZwfxw5HiIFAApxR_4hug,0,0,1,2,0,1
YsxxU--YjOlwdcGnWzD1tw,1,1,2,3,1,0
xNuwu65dQmmXcT8XSTUeXg,0,0,1,2,0,1
aJATKrhAzKAAGRm07n9e2g,0,0,1,2,0,1
yZ5ZQZIz7WI7uFmsKtEXrA,0,0,1,2,0,1
pXRxAi_-9rTCV7EDmG5r8A,0,0,1,2,0,1
uTOyNpMNnD1TjGsL-LJdaA,1,1,0,3,0,0
1V5SGuaq0aREwB-QlsJz2Q,1,1,0,3,0,0
dc2Qf_b_1LLhmqvQfM_MVw,0,0,1,2,0,1
BKgbBY_9QBe1cz2ufp7O3A,0,0,1,2,0,1
me_DfeOZUFZB7pTlXv-Aag,1,1,3,3,0,0
oXjy2MDQ4R5yxdpd-2PV9A,0,0,1,2,0,1
e_pcQ7LYuBPfHwcW6a7wWQ,0,0,1,2,0,1
T4ZB2Q11-Zjxj8bgKJGYaQ,0,0,1,2,0,1
dk9N3Wy_UAtByl9l3iAYIQ,0,0,1,2,0,1
jKAgrk7FlAEZ1v7fA4oJ8g,0,0,1,2,0,1
D4VDDuxnjjOjH9KhrBTjtw,0,0,1,2,0,1
tsxr7e75Emy9J0klUE8UYQ,0,0,1,2,0,1
s9NmTncEz-Hi66M2v0-ZPA,1,1,4,3,1,0
0hQJ-D356cJ3cdJhb12_Kw,1,1,3,3,0,0
YV_wgxtiJGUTid50SG0YkQ,1,1,0,3,0,0
wiy0N7Oqt2DD3B6dAiun4A,0,0,1,2,0,1
6YAPZtzvMCAtqc6RIBKC2Q,0,0,1,2,0,1
mG-qT8xzbBoF1lef3k8f_w,0,0,1,2,0,1
c1l3_yiAS7NTpx7CWZsHrA,0,0,1,2,0,1
LeKhAB4UcTslXUbJOCsxxA,1,1,0,3,0,0
1QVQuCRI0d5LF9yahR4xFQ,1,1,0,3,0,0
NijwVUFsueLq52kTFr8UtQ,0,0,1,2,0,1
Vu_Huef_OeIEsjzwUdwdsg,0,0,1,2,0,1
Jr-bTnChd-aTzMxb42avHg,0,0,1,2,0,1
T-a9DwJQ0lnxQHQ63wa6Cg,0,0,1,2,0,1
ykStp_UDSsF6IPbW9fmjqQ,1,1,0,3,0,0
j4pRiKypwTSWd6RcT0VosA,0,0,1,2,0,1
SrUfKvWP3DPqjJ9hydIPEA,0,0,1,2,0,1
3jEJFeMd_kNNgf_HLKrNuA,0,0,1,2,0,1
nmmuGNhOTPfISyQ4_IdmcQ,0,0,1,2,0,1
NEp4I34aj3FRbBxx23nj0w,1,1,0,3,0,0
Q_w6mXaZOF6xWfEu1jbwAQ,0,0,1,2,0,1
bIUjHW9e-Yi-mmrGaAgEdg,1,1,0,3,0,0
LCP0W7vny9bLUxPyrbEjJQ,0,0,1,2,0,1
NYxQwZ7ftzfBeE0HJolpEg,0,0,1,2,0,1
qDejchrC-B14Rm5a1NCVTg,1,1,3,3,0,0
SjP_XeVzuoFIaFDZwOlD1Q,1,1,3,3,0,0
OLGQ7alK4VKl3YdQk6UF5g,0,0,1,2,0,1
n_ImbsmVH-P3Zq7Zp3qU0A,1,1,4,3,1,0
M4UGg4N4YbtGqd9HHxSCgg,0,0,1,2,0,1
I8qwE30_IBEBMEAewNgDCg,1,1,3,3,0,0
W_gO_meKuO90u2dj8CR-Tw,0,0,1,2,0,1
0z6YVu82jHtJAEK8sas0SQ,1,1,0,3,0,0
fknMLLgPOXgQaSfcM9ODoA,1,1,0,3,0,0
WpWybMcx9d6wRYFwyDyMFA,1,1,0,3,0,0
UzmKj22YRig4FdKbcuuURA,1,1,0,3,0,0
B9VPeumsxaA0vHjsgDupZw,0,0,1,2,0,1
v9aRYpxCj_D3KBOKtcEMuA,0,0,1,2,0,1
hz7BbgQs6Ji4F0xqi3wrVQ,0,0,1,2,0,1
5IdfMJLXJzClvn5DcHK5hw,0,0,1,2,0,1
QZleAB0LVYrim9kT8liFLg,0,0,1,2,0,1
6zRzwYeCfZsrb99NkIS_wA,0,0,1,2,0,1
d5q0qsqcZFgWRJw7Lq4PjA,0,0,1,2,0,1
Zpqp3iPhyNU9foneMMF7QA,1,1,0,3,0,0
f0u9T1XFu-4ms7Mvev3oaQ,0,0,1,2,0,1
AZxqhdKKOEaZqKVYNOMTsg,1,1,0,3,0,0
KkC3O8dID6W-uJRCU3vBDw,0,0,1,2,0,1
UGwMuTgRov7It4Eag5vHxg,0,0,1,2,0,1
TrCICj3m5m0yjHMPqGiZzw,0,0,1,2,0,1
qGJc394McUsPimRbLv9G_A,1,1,0,3,0,0
L3nHdEgp35t7M3z_x0xTOQ,1,1,2,3,1,0
CD0RJs2882SSOHMEDfub2Q,0,0,1,2,0,1
eK_Po0lIgNkpDUlwG5CHhg,0,0,1,2,0,1
SuzWybVz-1Xy8FC1lUgzHA,0,0,1,2,0,1
NmDxfRmjCcDsodUJnA3UPA,0,0,1,2,0,1
6Udk2yaflpqW8vqWVEg7rg,0,0,1,2,0,1
My7KcXpU_eC6oy1EhxFeDA,1,1,3,3,0,0
1BOXCHfOMT_qFpbF4X4YJw,0,0,1,2,0,1
HxdCh7lvfe86M8eQ7qeb8A,0,0,1,2,0,1
GD-CzhhxLbb47_7_M2NlbA,0,0,1,2,0,1
MzF5oKLkhTkYsraqKw-Riw,0,0,1,2,0,1
L23fD3bBz2xRoWYXRrBA1g,0,0,1,2,0,1
iVoLzth15lsyXz36a5Ay0A,0,0,1,2,0,1
3vQPsqXDY5w7Ih7w5Ab_Hw,0,0,1,2,0,1
D7XowbxUvC1LoNJX902aOw,0,0,1,2,0,1
8NNaJaSD60s1rDHPo4laNQ,0,0,1,2,0,1
p72rkYo6sY36uo5MJmnF4A,0,0,1,2,0,1
udY-HZ2oJjE8oSbyeidURg,1,1,0,3,0,0
P8hh_toL28YH60c2CvGq-w,0,0,1,2,0,1
HDPJuQdSjrc_Po-7zVgZ-w,1,1,0,3,0,0
VkExWvUKxRPBHZgoDt-FKw,0,0,1,2,0,1
MOOsVHT6KrM8x-MBYOUNQg,1,1,3,3,0,0
eiE2ix_dXjvgfEBN4QYq5A,1,1,0,3,0,0
7W6kln48_h417wFrkEzBDQ,0,0,1,2,0,1
U0NPWxHx8MEG-nbBS4ejPA,1,1,3,3,0,0
P29owxiU_OJTHpoMMnF7dg,0,0,1,2,0,1
daUbbBIRK3jvy1K71qg_mg,0,0,1,2,0,1
7Ac4z1Ev8B2PIbgoZyfiMw,0,0,1,2,0,1
uucxO1pxcxLsT412ivXqDA,0,0,1,2,0,1
ElLelN0Mj-OrFxVInd_bOw,0,0,1,2,0,1
oAWSmyUkvUFP_jDbF-H9aA,0,0,1,2,0,1
Dy6s4v2KDVNiz0vGuiE03w,0,0,1,2,0,1
utj7Eq-eTzZNHcI0movxdw,0,0,1,2,0,1
7miGw0T48m5MmLfjluR-Qg,0,0,1,2,0,1
lqcCHtaoNbT3vgWnF2civQ,0,0,1,2,0,1
RYuDbC5avtg7sAw3bfgL9A,1,1,0,3,0,0
YOgk4re2Dt9RtnmK9Ykg9Q,0,0,1,2,0,1
VLYTNiFKbyY4zEEAqlMWYA,1,1,0,3,0,0
l30NliAMY-Kv2-9FmhtuQQ,0,0,1,2,0,1
feCxHpyRB1cjsO18JVQpvQ,0,0,1,2,0,1
gQSCnLUabC6Q_KOW9vAUuw,1,1,0,3,0,0
-p_EI2d5eptjADrRd3GL3Q,0,0,1,2,0,1
oO9J4Npw3Z4RmUk1I9jvtg,0,0,1,2,0,1
NNPl3sB-B7ARmkHXFNaPSw,0,0,1,2,0,1
aPndNHYaIdQimbiwntXZ-g,1,1,0,3,0,0
vPdrKzEUIrJSP2lBUrsJmw,0,0,1,2,0,1
yX1_CDzyqbNspGApWWKuxQ,0,0,1,2,0,1
E4Jqa_NpQyCFi29tQgPW7Q,0,0,1,2,0,1
FS0vBJaQUh-GtCdu6lgGzQ,1,1,0,3,0,0
r510KRkhVJWlYqvh9jrsjQ,0,0,1,2,0,1
ozjPsnxs5Y6Tc668pf8WJA,0,0,1,2,0,1
e7sYRl2Hn31gWQsSvF6N9g,1,1,2,3,1,0
pIY9lMQswVm1NzTOWfucJQ,0,0,1,2,0,1
RP09Z1xpzd_J909hLRvlyw,1,1,0,3,0,0
tXqVduTJHLbrrwVEO8JX6w,1,1,4,3,1,0
eQyYGZ7oneiF0hfXT8YXcw,0,0,1,2,0,1
Gv8jNp1moFSmCVQHArU9Rw,0,0,1,2,0,1
RtaPfDS-kqNJYN_uPtgfQA,0,0,1,2,0,1
x2Z4WUGngheWMOodytfrBA,1,1,0,3,0,0
CapjGj9mWWL6P_eQChu-5g,1,1,2,3,1,0
vEu9x-n6wbGU37mHnuBskw,1,1,0,3,0,0
fpNH1CqgDxavVh6Q73eA0A,1,1,0,3,0,0
BfJtz6TZ_b7-CJsh_emgpw,0,0,1,2,0,1
OkXZVqX3-utd2toKGq_fVg,1,1,0,3,0,0
bKDlUewFH8p2qaETiBuxWA,0,0,1,2,0,1
jdvoHvlqkHduZkkS4mVi0Q,0,0,1,2,0,1
MGteALnewRHmjkUIqNVWDQ,0,0,1,2,0,1
1DLvCQ0vQ87BPp3iqYgRZQ,0,0,1,2,0,1
rP2MrQEl8QO3GcIR67yOEA,1,1,0,3,0,0
H0Lq8R1RlGqZWcH6EgBolA,0,0,1,2,0,1
4LFvfdl8WIBib1wXa9eQbg,0,0,1,2,0,1
LgdmczjO47SjwwTrAjqJcw,0,0,1,2,0,1
e9UPHIeBJ54Z4kaaGSW7yQ,0,0,1,2,0,1
mLz8V0-Oc3H01sndCK4cGQ,0,0,1,2,0,1
t4xJFQvZpJcfBef5Kx1YeA,1,1,0,3,0,0
NVF0tq_2lRSNelIvO7trjQ,0,0,1,2,0,1
LORPc9axHE7v56t8dtfeDg,1,1,0,3,0,0
VbAoiw-YbFGg4IdBi-lIbA,1,1,0,3,0,0
8diXszW2N3u0urQrGiSciQ,1,1,0,3,0,0
UP5_M9myILebhIUD-F43hw,0,0,1,2,0,1
NbkPXyiC2QMjf9Ux52h_2g,1,1,0,3,0,0
a4hG5tcg9XYD0FJhi7w8jA,1,1,0,3,0,0
d4umJ1BqjIKlxLfSa4hNlQ,0,0,1,2,0,1
dUvfX9DYncBwV35NaEgR9Q,1,1,0,3,0,0
yrzn3LU_vHamB9xiTGYiSQ,0,0,1,2,0,1
l1AhUNT4CtG1kwul6eXc2Q,0,0,1,2,0,1
PkF0hg5fNAHwxJrYrhUkBg,0,0,1,2,0,1
bPx0JtCkkL4owUIjnQox4Q,0,0,1,2,0,1
U4GIu-D5aCB5kpKoihqasQ,0,0,1,2,0,1
fkBStErrrRS5fD-8zWmH_w,0,0,1,2,0,1
oFhzJBJPc7bdC61NheFXAA,0,0,1,2,0,1
D-rowe16HLRQyxFZ6CclwQ,0,0,1,2,0,1
0hz5qNKk7WP2Q2WhR6FWjg,0,0,1,2,0,1
yT6NLVP6K6zRXPeiRc1CVw,0,0,1,2,0,1
LdZZzxloA-1U2Qb9gowQTA,0,0,1,2,0,1
h8SIncN1VOS6p4BDMb4xMg,0,0,1,2,0,1
i2eVNnnY6puwgeN0QKt94g,1,1,0,3,0,0
Nw-RuNh3HKIiQ5xb8sXSQQ,0,0,1,2,0,1
uePwVbS17EC5T0hsuVxcsw,1,1,0,3,0,0
HnLVtmqlt0YwN6eq08Y3ZA,0,0,1,2,0,1
RIB4J2PDgOJnyEK-gXJrsg,0,0,1,2,0,1
0Av3NBny20JaJ_5ywS6MEg,0,0,1,2,0,1
1VVHf1BvtGC0aSCCIjQyiA,1,1,0,3,0,0
Fo75NFRP6SwmhLX3LarpUA,1,1,0,3,0,0
ZdtXMi2_ZtjEgHkmuWAXHA,0,0,1,2,0,1
mPxDzrUNAeaD1RZhL0kiSQ,0,0,1,2,0,1
L5J8bVNKjJ5z5AWHytAE8w,0,0,1,2,0,1
s_6gCqb3xcycbU4jmyV8JA,0,0,1,2,0,1
6GjUkx7WkFHelP-SjFU0Hw,0,0,1,2,0,1
z_J64VQY-gxJ-tm1VRObIw,0,0,1,2,0,1
GZ4tNqBOZnj0YYULdvThkg,2,2,-1,1,0,2
L2434cQQWSMTypv1GvHusQ,0,0,1,2,0,1
Gi4T8gjtPGrjaB6A6IVUsw,1,1,2,3,1,0
VUx9hYobdy4zTn6M1a1xRg,0,0,1,2,0,1
jsb5N7_ba02Jo0F_HkwdUg,0,0,1,2,0,1
lxZtTYv-q06dZvkY2nWovw,0,0,1,2,0,1
9MAd_UQ-No7L8zhDXl0gww,0,0,1,2,0,1
UZ_nVx6KoevEy9NVpRiRtg,0,0,1,2,0,1
FHe8iR0zF5zt3NSiFyAk7w,1,1,4,3,1,0
hhQYltnsqza-ovRYO1_3kg,1,1,2,3,1,0
iRBwAa4ZvUaoFwErv0d8Zg,0,0,1,2,0,1
ibTUShMLbEiM0spdVjhKwg,1,1,0,3,0,0
kr7k8rMnm3h6v2RCbdG-6g,0,0,1,2,0,1
IPLlUSih2VlOyDeCbzUp-Q,0,0,1,2,0,1
OpfOER7RokfmDrllJBJDNw,0,0,1,2,0,1
jDilcIWDzEFGVI2_7oCtSQ,0,0,1,2,0,1
sFYDj4tXSYYxitlCFiJ7mg,0,0,1,2,0,1
6_acQQn1Cd2RXJ45d0x6Pg,0,0,1,2,0,1
Ke_trYHijCYV5ugxUNtXLA,0,0,1,2,0,1
ks2Om447kq8O-t6vm4tF0g,1,1,2,3,1,0
ee0fP-wd4hgSoBphdIJ3Iw,1,1,0,3,0,0
wl2UKfXcam32XCFGIp5NSA,1,1,3,3,0,0
gR4t_9gc1TJGw3PYHj4Ejg,0,0,1,2,0,1
297eOS8oXJ9z5ReN_u6l_A,0,0,1,2,0,1
n1hloN3sc9DMg71hBX7zzA,0,0,1,2,0,1
qR3xxREsroi9KIR1WAaqPA,0,0,1,2,0,1
H2Sa9A2t-Gqg1QUoceyucg,0,0,1,2,0,1
ld0VngIrULSUAuD2D7phAA,0,0,1,2,0,1
v281gE-nk3jozr_5hWFAug,0,0,1,2,0,1
-U13XzS9PHfW8ay-cphtjw,1,1,0,3,0,0
cweCWPl0p9SVgHc84yaL0g,0,0,1,2,0,1
e4caalR3lIjWpHVB-EBkTw,0,0,1,2,0,1
KGtbSmFu40IeZVFF_2qgIA,0,0,1,2,0,1
slKeVgQ5-TeCu_3-FRTY4Q,1,1,0,3,0,0
9CeKCGRwlXMzo9c62xiUPw,0,0,1,2,0,1
LSXJjGnepWrVVszy0GGujg,0,0,1,2,0,1
j4FXNnX9AQ_EbGtmrdH2Vg,0,0,1,2,0,1
H-LOkNSBBOrGPQOruqx74w,0,0,1,2,0,1
sYICfcex5_jGEhWATtndyA,1,1,0,3,0,0
LZHvf8R7hwL2lgMTnZB-wQ,0,0,1,2,0,1
zd4XB9MadeRoEmbhOl8p8g,1,1,0,3,0,0
YB7dcmGBVlvmMZBpOA2v4Q,1,1,0,3,0,0
6DMFD3BRp-MVzDQelRx5UQ,0,0,1,2,0,1
fAFfTsrwvBfI7Zln7wvVZQ,0,0,1,2,0,1
YprmTZSSz1XlMcuka7wR4g,0,0,1,2,0,1
8M4TrpX2jPcz4_Wd7S4qcQ,0,0,1,2,0,1
f1-EZXa2orPiNO1szTFeKA,1,1,0,3,0,0
cUlliaab6ss15HEhMmH90g,0,0,1,2,0,1
_VMC0L6HUAQjmlI3P-m34g,1,1,0,3,0,0
BPDl0S6DWpN9jB7zLQjKsw,0,0,1,2,0,1
90D0kVi-1ffx6ZusNY2uiA,1,1,3,3,0,0
m33gSTi0Fyo3W2Qw6WVdtA,0,0,1,2,0,1
5DcDiCJETu5EklCDdXtnLw,1,1,0,3,0,0
sEyHTyMF3nQ0kMjAEZx6Tg,0,0,1,2,0,1
jPOC8O0jbluXPoHgCkCOxA,0,0,1,2,0,1
7JhjbOPaUJ_0eST7jCCplA,0,0,1,2,0,1
Ct9_IxkRZfOWgWRRgUJTgA,0,0,1,2,0,1
1I0_CFTNuEwWAxXIjNlmUw,0,0,1,2,0,1
dbR0pDrKcaRRiq6zF06i9Q,1,1,0,3,0,0
WiXw5sSkO6SuFWaXG_v7UA,0,0,1,2,0,1
9W-S6IRC-fSYXE9fYvvrYw,0,0,1,2,0,1
HHbZUng1b1PFgUbEYP3AYA,0,0,1,2,0,1
HygtaHXLonckl0YH8vkQpw,0,0,1,2,0,1
d_lpeMZNVRU0d-t50BGQ6Q,1,1,0,3,0,0
gH40ouZQR9fonXwn-4ko-A,0,0,1,2,0,1
UDKjzmEH6E6RyFbyT6GKPA,0,0,1,2,0,1
AZPopqgi3sFToUGCSdW9LA,1,1,0,3,0,0
x_mw31as4vHHzeftMip2Ow,0,0,1,2,0,1
-5ye1ya0wRQhNRF9NfQ1fA,0,0,1,2,0,1
MG59KNYk_u0IdhOBtIRgCw,1,1,2,3,1,0
Dvhpx9eZZIxOCOJJ-rMK8w,0,0,1,2,0,1
uaH6Bq3iiN51LPD8TOsS0A,0,0,1,2,0,1
ML0Upp7ALKEY5eQf1VeoSw,0,0,1,2,0,1
dhCjP2nY-tVrjTlq47hDpA,0,0,1,2,0,1
BJEi76kUPRC_o-MC8TCAKQ,0,0,1,2,0,1
OFUWSF-xdMpg7n9l4VkzeA,0,0,1,2,0,1
xHXLk0emPFW_eIoMwrRz8w,0,0,1,2,0,1
